视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av85128058,新型冠状病毒时期 作为一个普通大学生 我想为这件事做点什么！！,这是我做过最有意义的一个视频;;;此视频最重要的目的就是想对这些在特殊时期还奋战在一线的一线工作者们表达最大的敬意为他们带去一点我小小的心意;;;不是说让你们去模仿我做这些事情大家提醒好自己和自己的家人做好防护工作少出门不要造谣就是对这个事情最大的帮助;;;从这期视频到新型冠状病毒这个事情完全结束这期间我做的每一个视频的收益都会通过正当途径捐献给武汉;;;我相信我们的国家一切都会好起来的;;;武汉加油！！中国加油！！,22,203,0,244,0,541,0,40,198,6003,这伞---加油---这次一定---好赞啊---辛苦啦---你太赞了---你币有了---加油---加油---加油---
av84963876,冠状病毒与武汉新型冠状病毒的特征、来源、症状、传播、预防、与治疗,作者是生物医学从业人员，德国杜塞尔多夫大学医学院肾内科博士，清华大学生命与健康学部博士后/助理研究员，罗彻斯特大学医学院肾内科博士后。,2,108,0,51,0,184,0,41,39,9658,作为一名主机医生up主---原来要这么久啊---
av84918085,疫情实时追踪：新型冠状病毒肺炎,-,4,15,0,30,0,40,0,11,4,11430,四川......---加油---山东---bgm好评---
av84438777,冠状病毒 预防小动画！！,这里是揪揪的奇妙剧场;;;最近因为这个新型冠状病毒小伙伴都不出来玩了;;;今天紧急爆肝更一个如何预防的小动画;;;大家请注意预防哦;;;祝大家过年期间都健康快乐吃嘛嘛香~！！！,24,92,0,91,0,811,0,46,46,10513,沙发---哈哈哈哈哈---来来来---瓦斯弹---23333---奥力给！！！---牙龈出血？？？---加油奥利给---口区 口区 口区 口区 口区 口区---口区 口区 口区 口区---
av84300609,预防武汉新型冠状病毒引发的肺炎指南！ 洗手和戴口罩是关键！,一早起来看到满天铺地的肺炎新闻，家里有娃的我开始不淡定了，儿童老人作为易感人群一定要特别防范，预防指南看过来！,13,53,0,45,0,193,0,112,80,11364,可可爱爱---可爱---有人在咳嗽！！！---哈哈---好可爱哈哈哈---好可爱---笑死---萌娃---哈哈---这是要说戴手铐吗哈哈哈---
av88033676,消灭冠状病毒,消灭冠状病毒;;;中国加油！;;;武汉加油！,77,64,0,96,0,358,0,20,44,5850,什么动漫呀---工作细胞---非凡哥---lbwnb---lbwnb---lbwnb---lbwnb---lbwnb---工作细胞---癌细胞---
av87288306,新型冠状病毒的自白：新冠病毒的传播途径有哪些？丨来画 • 疫情防控科普栏目,新鲜出炉【来画健康指南•疫情防控科普】动画栏目，为了你和他人的健康，小伙伴们一定要来看看。,3,37,0,139,0,68,0,11,370,7016,19---认真班会---很棒的简介动画---
av86765161,秦腔硬核预防冠状病毒,https://v.douyin.com/goQUwU/,14,50,0,109,0,234,0,50,144,7535,唱的不错呦---须生---你币有了---硬核---硬核硬核---666---666---华州区路过---唱的不错---优秀优秀---
av86701934,【简单了解资本论】面对新冠状病毒肺炎宅在家里不如学习下资本论，007私人劳动与社会劳动,【简单了解资本论】面对新冠状病毒肺炎宅在家里不如学习下资本论，007私人劳动与社会劳动,16,56,0,223,0,258,0,29,12,6662,我又来啦---你好高级---等你等你---我也愿意为自由的火炬再点上一把火！---国际歌!---不行吗---瞿秋白---泪目---属于老板的---独立完成的才是私人劳动---
av86294737,冠状病毒VLOG: 上海老外申领口罩配额,目前在上海人民不能随便买口罩。每个家庭只能买五个，而且你必须要首先去申领配额才能买到口罩。那你们觉得一位老外去申领会成功吗？点击收看哦！,27,71,0,35,0,253,0,49,14,8227,可爱的喵---cute cats---oo---哈哈，厉害233333---因为在国外估计要这里跑那里跑一大堆事情要办---up加油---你现在可以去买个东西，充分利用口罩---中文绝了---好标准的口音---原来会说中文呀。。。---
av85064800,用猫和老鼠的方式打开新型冠状病毒,-,16,23,0,68,0,217,0,12,23,10482,福建加油！加油！加油！加油！加油！加油！加油！加油！---福建加油！---武汉加油---加油---说的法语？---武汉加油---黑龙江加油---众所周知，我们耳朵聋了---我没病---耳朵聋了---
av85051403,【暖心问诊室】滚蛋吧！新型冠状病毒君！！,yaya提醒收看视频的小观众们，一定要勤洗手、多通风、减少外出，最重要的是保持一颗健康的心态！不要疑神疑鬼的啦~！祝大家过一个健康~！快乐的春节~！,21,229,0,85,0,661,0,47,20,6989,过年好---毛衣穿反了！！---医院大部分地方不允许抽烟的---合金弹头---hhhhh---？？？是人---爷关更---居然更新了---哔哩哔哩乾杯 []~（￣▽￣）~*---？？？？？？？---
av84884236,六天以小汤山模式完成武汉医院建设，中建三局威武，祝愿武汉早日攻破新型冠状病毒，武汉加油，中国加油,-,0,1,0,6,0,28,0,2,1,12003,
av84747615,2020年1月23日春节前最后一天A股股市暴跌！在股灾面前阿基怒赚2000多，回血了一波！希望春节新冠状病毒疫情能得到有效控制，给大家拜一个早年！,股市有危险，入市需谨慎！希望大家春节照顾好自己，少出门。如果出门也务必戴口罩！最后给大家拜一个早年，祝来年万事顺利，一起发财！喜欢阿基的可以点个关注，点赞收藏。十分欢迎写下评论和想法关于股票或其他。我会尽量回复，让我们一起抓住牛股，账户翻番！,2,453,0,19,0,227,0,28,2,4708,怎么不继续更新了---up主现在拿着啥呢，有空交流一下---
av88550035,【绝不失手的羊毛卷教程】羊毛卷｜泡面头｜速成！！学会以后再也不用去找tony了（后面简单讲了一下我住的小区确诊一例冠状病毒后被封楼的情况，感谢大家的关心～）,忘了拍封面，只好用自拍了，真的很简单！我几乎每次都卷这个，非常持久，大家试起来啊！后面一部分是我简述了下我们小区我这栋楼查出有一例确诊病例被封楼的感受，希望大家都平安健康❤️,50,68,0,154,0,111,0,54,11,4728,原来是重庆妹子！---最喜欢重庆人了！---那你普通话好好哦---来咯---话听不见---没有这么多发量哭了---这样真的听不清楚---宝贝你这是什么发色啊---这样更美---是的，听不懂在说什么---
av87855541,新型冠状病毒属于sars！,网络,2,5,0,27,0,31,0,24,15,7634,细胞进入受体cer是个名词---相同的受体进入细胞吧---
av87819474,《围城》微纪录片之冠状病毒 · 疫情下的人文纪录,《围城》【微纪录片之冠状病毒】·疫情下的人文纪录;;;;;;这一个月，我们到底经历了什么？我们到底在跟什么作斗争？疫情过后你最想做什么？;;;;;;初衷是想带给大家爱与希望，引起大家保护野生动物的意识，并向抗疫人员致敬。病毒围城，爱能护城。;;;;;;“请拥抱我，我是中国人，但我不是病毒。”;;;;;;“比起机械与流程，我们更需要的是人性；比聪明更重要的，是仁慈，善良，与温柔。”;;;;;;爱能战胜一切武汉加油❤️未经我本人授权，禁止转载,9,112,0,146,0,160,0,28,91,4973,我哭了---爱会战胜一切！---呈儿太棒了---想出门拥抱这个依然美好的世界---太太好棒！---爱会战胜一切---这个记着被感染没---好评！！！！！---最后一幕！！！！！！---
av87247259,以游戏宅的方式为武汉加油，打倒冠状病毒，向疫情宣战,用自己的方式为武汉加油，本视频一个赞跑200m。;;;本人今年的运动量，靠各位了！,0,104,0,578,0,1349,0,2,202,2411,
av85942746,《绿眼睛Andy》上海冠状病毒VLOG#5: 还买不了口罩、新鲜的肉,我今天又去外面看看上海情况怎么样……,37,60,0,24,0,231,0,48,3,8882,你是不是做过丰唇手术？？---盒马鲜生点外卖---小一点的会是这样吧，存货没有那么多，进货相对来说也比较难---闯红灯了---网传一颗大白菜几十块钱！真的假的---9点不够早啊---上海要排号买口罩了---别怕---去大一点的连锁超市---我们这也是一样 所有药店都买不到口罩---
av85311671,小魏养殖，受新冠状病毒影响，鸡的行情不好，养殖户开始给鸡一天吃一餐,,21,240,0,24,0,466,0,68,6,6720,哈哈哈---好形象---啊啊啊好心疼---加油加油---2333---加油加油---加油---882好小---没关系，东方不亮西方亮。---所以屯点饲料吧---
av85081282,急诊科医生，居然能够预言现在的新型冠状病毒,抖音,8,1,0,23,0,124,0,24,218,10910,连症状都一模一样，---最好医院把发现可能传播的病毒库公布一下 顺便说说怎么预防---ohohohoh---电视剧都能预测，专家去哪里---ohhhhhh---？---我去---医生都不带口罩查房的吗---
av84602151,【羽音Hanon】鸟神支招如何预防新型冠状病毒,「我们无论遇到什么病毒都不要怕！;;;带上口罩背对它！;;;消除感染的方法就是预防感染！;;;坚持就是胜利！;;;加油！奥利给！」,9,292,0,155,0,678,0,71,56,6094,太清楚了---咚啪~~~---清楚系hhh---买套重型防化服吧（---宅宅不用担心---这bgm会幻视一张大脸…---认真的鸟神suki---草---咚啪~~~~~---
av84422291,什么是冠状病毒以及我们该如何预防？,原作者：PhccQatar;;;原地址：https://youtu.be/Ace6siFG8PY;;;本集已获授权译制;;;欢迎大家去支持作者;;;;;;剪辑/听译/时间轴/校对@西柯斯基,3,71,0,113,0,415,0,19,139,10415,完了，我基本条条违反---2020理综---这是把camel都翻译成了动物吗？---
av87984912,中国加油简笔画：教你画新型冠状病毒手抄报素材，向医护人员致敬,中国加油简笔画：教你画新型冠状病毒手抄报素材，向医护人员致敬,4,2,0,19,0,17,0,7,23,7563,]\---有人吗---前方高能预警---五渔村---
av87947106,新型冠状病毒防护小知识，防疫课堂。转自：应急管理培训中心&知学云,新型冠状病毒防护小知识。转自：应急管理培训中心&知学云,2,18,0,73,0,17,0,1,132,6967,
av87414399,关于新型冠状病毒《情绪小怪兽》儿童绘本有声阅读,作者是华东师大发展与教育心理学硕士薛靖老师;;;配音是原创,0,11,0,133,0,43,0,12,167,6938,
av85811453,新冠状病毒小介绍(英文绘本版),-,2,10,0,200,0,52,0,5,220,8554,我觉得很生动---因为爱---
av85568853,出院啦！山东首例新型冠状病毒感染的肺炎患者痊愈,https://m.weibo.cn/2900118455/4466058327024180;;;今天12时05分，青岛市首例确诊的新型冠状病毒感染的肺炎患者走出青大附院的隔离病房，成为山东首位痊愈出院的新型冠状病毒感染的肺炎患者。;;;该患者连续4天体温正常，各项化验指标均正常，两次核酸检测均为阴性，经医院专家组评估，可以解除隔离出院。,7,31,0,36,0,1483,0,80,80,9277,nice---耶！好事情！开心---慢慢的好起来---奥利给！---谢谢你们---青医附院---这是日照开车过来的那个？---
av85166704,【冠状病毒肺炎之下】西安up主实拍钟楼回民街大雁塔地铁的路人有多少戴口罩的呢？,大年初一实拍西安旅游景点以及地铁现状，在新型冠状病毒阴影之下，会有多少人带口罩呢！？;;;希望你们能喜欢我的视频;;;全网ID：李白白LEO;;;INS：liweileo;;;店铺：白白好物,35,102,0,15,0,295,0,89,29,8693,一楼---勒得好紧啊---我在想年后回得去不---买气阀那种---地铁小哥也不戴口罩---用肥皂洗洗镜片就好---西安人平时也不太来---涂防雾剂---摘掉眼镜---up好像哭了---
av85028725,【硬核麻将】在新型冠状病毒肺炎病例日益增长的情况下，四川的叔叔阿姨打麻将也是拼了,-,4,2,0,16,0,83,0,16,133,11203,可爱---在家变异---头不晕啊---真的不怕死---
av84813949,【指绘】抱歉没有及时看评论！这个视频以及评论都不会删，会留着提醒自己的  原标题（祝点进来的人都不会感染新型冠状病毒）,-,69,55,0,304,0,849,0,145,4,7626,借你吉言---借你吉言---借你吉言---借您吉言---借你吉言---借你吉言---借你吉言---借你吉言---借你吉言---借你吉言---
av84648218,【追踪SARS来源】中科院武汉病毒所石正丽研究员  武汉冠状病毒,一席视频;;;大家想了解的自己去看一下https://mp.weixin.qq.com/s?src=11&timestamp=1579732404&ver=2113&signature=AqitsxAVuQA2zuThXpen1Zkeix6OIrobTor4LrHher6KirZhJ1A5Rp8A1J0SJ8304cDfJaYjQ1WgpL8zAFEcC5rZHm5-jpoQTGTbJOmtGGO4G8CNGlhWP6AJpuBkoEH3&new=1,15,25,0,79,0,174,0,17,99,10724,防非！---果子狸做错了什么要遭到全面捕杀---辛苦了……太艰难了！---看不清---唉 类似疾病已经出现了---好视频没人看--- 太难了，脑力体力双考验啊---辛苦了---天上飞的地上走的---圣母来了？---
av88018065,冠状病毒疫情期间暖心一幕，温州“阳台歌手”开阳台演唱会，唱得真好啊,https://twitter.com/eachgo/status/1226478668953702400?s=09,7,5,0,12,0,87,0,10,19,7451,我也想要这样的邻居！哈哈哈！武汉加油！中国加油！！---哈哈哈哈---前面的。你看不顺眼就叫别人换，你以为你是谁---整挺好  加油---6666---还真的有哈哈哈哈哈哈---我觉得唱得很好，被王牌选中了---
